source_id,title_or_url,url,finding_group,related_recommendations,assessment
1287,sitemaps.org,https://www.sitemaps.org/protocol.html,GAP-006,5006,"The root sitemap endpoint should return public XML or a sitemap index with canonical URLs, stay under protocol limits, be UTF-8 encoded, and be referenced in robots.txt."
1288,hyatt.com,https://www.hyatt.com/robots.txt,GAP-006,5006,"The root sitemap endpoint should return public XML or a sitemap index with canonical URLs, stay under protocol limits, be UTF-8 encoded, and be referenced in robots.txt."
1289,radissonhotels.com,https://www.radissonhotels.com/sitemap.xml`,GAP-006,5006,"The root sitemap endpoint should return public XML or a sitemap index with canonical URLs, stay under protocol limits, be UTF-8 encoded, and be referenced in robots.txt."
1290,developer.chrome.com,https://developer.chrome.com/docs/lighthouse/agentic-browsing/llms-txt,GAP-007,5007,Treat llms.txt as optional but useful.
1291,llmstxt.org,https://llmstxt.org/,GAP-007,5007,Treat llms.txt as optional but useful.
1292,skyscanner.com,https://www.skyscanner.com/llms.txt,GAP-007,5007,Treat llms.txt as optional but useful.
1293,radissonhotels.com,https://www.radissonhotels.com/llms.txt`,GAP-007,5007,Treat llms.txt as optional but useful.
1294,developers.google.com,https://developers.google.com/crawling/docs/faceted-navigation,GAP-008,5008,"Sitemaps and GEO target sets should contain only canonical, indexable, production landing pages."
1295,developers.google.com,https://developers.google.com/search/docs/crawling-indexing/block-indexing,GAP-008,5008,"Sitemaps and GEO target sets should contain only canonical, indexable, production landing pages."
1296,developers.google.com,https://developers.google.com/search/docs/crawling-indexing/url-structure,GAP-008,5008,"Sitemaps and GEO target sets should contain only canonical, indexable, production landing pages."
1297,hyatt.com,https://www.hyatt.com/robots.txt,GAP-008,5008,"Sitemaps and GEO target sets should contain only canonical, indexable, production landing pages."
