source_id,title_or_url,url,finding_group,related_recommendations,assessment
1207,news.booking.com,https://news.booking.com/the-era-of-you-bookingcom-predicts-the-top-trends-defining-travel-in-2026-with-individuality-taking-center-stage/,Literature finding,,# Literature Findings — run_004 | 2026-06-24 ## Research Questions Addressed 1.
1208,techradar.com,https://www.techradar.com/pro/ai-traffic-to-travel-sites-is-booming-as-shoppers-look-for-the-best-holiday-deal-without-doing-any-research,Literature finding,,# Literature Findings — run_004 | 2026-06-24 ## Research Questions Addressed 1.
1209,developers.google.com,https://developers.google.com/crawling/docs/troubleshooting/http-status-codes,GAP-001,4001,"GAP-001 — Page-level retrieval blocked - Best practice: AI/search visibility still starts with crawlable, indexable pages; Google warns against using 403 as a crawl-control mechanism and says AI features use normal Search controls."
1210,developers.google.com,https://developers.google.com/search/docs/appearance/ai-features,GAP-001,4001,"GAP-001 — Page-level retrieval blocked - Best practice: AI/search visibility still starts with crawlable, indexable pages; Google warns against using 403 as a crawl-control mechanism and says AI features use normal Search controls."
1211,premierinn.com,https://www.premierinn.com/gb/en/hotels/england/greater-london/london/london-county-hall.html,GAP-001,4001,"GAP-001 — Page-level retrieval blocked - Best practice: AI/search visibility still starts with crawlable, indexable pages; Google warns against using 403 as a crawl-control mechanism and says AI features use normal Search controls."
1212,developers.google.com,https://developers.google.com/search/docs/specialty/international/localized-versions,GAP-002,4002,GAP-002 — English/US path blocked while localized European pages are accessible - Best practice: Multiregional sites need crawlable localized variants with correct canonical and reciprocal hreflang.
1213,wyndhamhotels.com,https://www.wyndhamhotels.com/ramada/london-united-kingdom/ramada-london-north-m1/overview,GAP-002,4002,GAP-002 — English/US path blocked while localized European pages are accessible - Best practice: Multiregional sites need crawlable localized variants with correct canonical and reciprocal hreflang.
1214,developers.google.com,https://developers.google.com/search/docs/crawling-indexing/sitemaps/build-sitemap,GAP-003,4003,GAP-003 — Sitemap access denied - Best practice: Submit canonical sitemap URLs and make the sitemap available to Google; include sitemap locations in robots.txt.
1215,wyndhamhotels.com,https://www.wyndhamhotels.com/sitemap.xml,GAP-003,4003,GAP-003 — Sitemap access denied - Best practice: Submit canonical sitemap URLs and make the sitemap available to Google; include sitemap locations in robots.txt.
1216,hilton.com,https://www.hilton.com/sitemap.xml,GAP-003,4003,GAP-003 — Sitemap access denied - Best practice: Submit canonical sitemap URLs and make the sitemap available to Google; include sitemap locations in robots.txt.
1217,kayak.com,https://www.kayak.com/sitemap.xml,GAP-003,4003,GAP-003 — Sitemap access denied - Best practice: Submit canonical sitemap URLs and make the sitemap available to Google; include sitemap locations in robots.txt.
1218,llmstxt.org,https://llmstxt.org/,GAP-004,4004,"GAP-004 — llms.txt missing - Best practice: Treat /llms.txt as an emerging agent-usability map, not a replacement for crawlable HTML or XML sitemaps."
1219,web.dev,https://web.dev/articles/ai-agent-site-ux,GAP-004,4004,"GAP-004 — llms.txt missing - Best practice: Treat /llms.txt as an emerging agent-usability map, not a replacement for crawlable HTML or XML sitemaps."
1220,expedia.com,https://www.expedia.com/llms.txt,GAP-004,4004,"GAP-004 — llms.txt missing - Best practice: Treat /llms.txt as an emerging agent-usability map, not a replacement for crawlable HTML or XML sitemaps."
1221,wyndhamhotels.com,https://www.wyndhamhotels.com/llms.txt,GAP-004,4004,"GAP-004 — llms.txt missing - Best practice: Treat /llms.txt as an emerging agent-usability map, not a replacement for crawlable HTML or XML sitemaps."
1222,schema.org,https://schema.org/docs/hotels.html,GAP-005,4005,"GAP-005 — Hotel/LodgingBusiness schema absent - Best practice: Hotel pages should use Hotel/LodgingBusiness JSON-LD with address, geo, images, amenities, brand, ratings where valid, and booking actions."
1223,developers.google.com,https://developers.google.com/search/docs/appearance/structured-data/local-business,GAP-005,4005,"GAP-005 — Hotel/LodgingBusiness schema absent - Best practice: Hotel pages should use Hotel/LodgingBusiness JSON-LD with address, geo, images, amenities, brand, ratings where valid, and booking actions."
1224,all.accor.com,https://all.accor.com/hotel/0929/index.en.shtml,GAP-005,4005,"GAP-005 — Hotel/LodgingBusiness schema absent - Best practice: Hotel pages should use Hotel/LodgingBusiness JSON-LD with address, geo, images, amenities, brand, ratings where valid, and booking actions."
1225,support.google.com,https://support.google.com/hotelprices/answer/9218458,GAP-006,4006,"GAP-006 — Individual hotel pages blocked - Best practice: Property-level pages must be crawlable and consistent with hotel inventory feeds: name, address, geocode, phone, and website URL."
1226,wyndhamhotels.com,https://www.wyndhamhotels.com/ramada/london-united-kingdom/ramada-london-north-m1/overview,GAP-006,4006,"GAP-006 — Individual hotel pages blocked - Best practice: Property-level pages must be crawlable and consistent with hotel inventory feeds: name, address, geocode, phone, and website URL."
1227,support.google.com,https://support.google.com/business/answer/9177958,GAP-007,4007,"GAP-007 — Work-leisure and amenity data inconsistent - Best practice: Keep hotel amenities current in structured data, Google hotel details, and visible copy."
1228,schema.org,https://schema.org/amenityFeature,GAP-007,4007,"GAP-007 — Work-leisure and amenity data inconsistent - Best practice: Keep hotel amenities current in structured data, Google hotel details, and visible copy."
1229,support.google.com,https://support.google.com/hotelprices/answer/9218458,GAP-008,4008,"GAP-008 — Geographic and transport specificity weak - Best practice: Hotel discovery data should include physical location, geocode, phone, website, amenities, and location context."
1230,developers.google.com,https://developers.google.com/my-business/reference/lodging/rest/v1/Lodging,GAP-008,4008,"GAP-008 — Geographic and transport specificity weak - Best practice: Hotel discovery data should include physical location, geocode, phone, website, amenities, and location context."
1231,developers.google.com,https://developers.google.com/search/docs/appearance/structured-data/faqpage,GAP-009,4009,GAP-009 — Visible Q&A and FAQ integrity weak - Best practice: Mark up visible FAQs with FAQPage only when the Q&A content is present for users; note Google has narrowed FAQ rich-result eligibility.
1232,schema.org,https://schema.org/FAQPage,GAP-009,4009,GAP-009 — Visible Q&A and FAQ integrity weak - Best practice: Mark up visible FAQs with FAQPage only when the Q&A content is present for users; note Google has narrowed FAQ rich-result eligibility.
1233,developers.google.com,https://developers.google.com/search/docs/crawling-indexing/block-indexing,GAP-010,4010,GAP-010 — Public banner-test URLs selected and metadata-empty - Best practice: Test pages should be excluded or noindex; production pages need descriptive titles and unique meta descriptions.
1234,developers.google.com,https://developers.google.com/search/docs/appearance/title-link,GAP-010,4010,GAP-010 — Public banner-test URLs selected and metadata-empty - Best practice: Test pages should be excluded or noindex; production pages need descriptive titles and unique meta descriptions.
1235,developers.google.com,https://developers.google.com/search/docs/appearance/snippet,GAP-010,4010,GAP-010 — Public banner-test URLs selected and metadata-empty - Best practice: Test pages should be excluded or noindex; production pages need descriptive titles and unique meta descriptions.
1236,developers.google.com,https://developers.google.com/search/docs/appearance/ai-features,GAP-011,4011,GAP-011 — Query fan-out coverage weak - Best practice: Cover subtopics that AI systems decompose into related searches; Google says AI Mode/AI Overviews may use query fan-out.
1237,kayak.com,https://www.kayak.com/news/ask-ai/,GAP-011,4011,GAP-011 — Query fan-out coverage weak - Best practice: Cover subtopics that AI systems decompose into related searches; Google says AI Mode/AI Overviews may use query fan-out.
1238,developers.google.com,https://developers.google.com/search/docs/appearance/google-images,GAP-012,4012,"GAP-012 — Image accessibility and visual context weak - Best practice: Use contextual, information-rich alt text and relevant page images; avoid keyword stuffing."
1239,developers.google.com,https://developers.google.com/search/docs/appearance/ai-features,GAP-013,4013,"GAP-013 — American bleisure traveler path missing - Best practice: Create crawlable, audience-specific pages that directly answer traveler intents; AI systems reward useful, unique content and may fan out across subtopics."
1240,expedia.com,https://www.expedia.com/product/expedia-in-chatgpt/,GAP-013,4013,"GAP-013 — American bleisure traveler path missing - Best practice: Create crawlable, audience-specific pages that directly answer traveler intents; AI systems reward useful, unique content and may fan out across subtopics."
1241,expedia.com,https://www.expedia.com/newsroom/plan-your-next-trip-with-expedia-in-claude/,GAP-013,4013,"GAP-013 — American bleisure traveler path missing - Best practice: Create crawlable, audience-specific pages that directly answer traveler intents; AI systems reward useful, unique content and may fan out across subtopics."
1242,schema.org,https://schema.org/docs/hotels.html,GAP-014,4014,"GAP-014 — Trust, reviews, and consensus footprint missing - Best practice: Use visible, verifiable reviews and aggregateRating where eligible; validate review markup."
1243,developers.google.com,https://developers.google.com/search/docs/appearance/structured-data/review-snippet,GAP-014,4014,"GAP-014 — Trust, reviews, and consensus footprint missing - Best practice: Use visible, verifiable reviews and aggregateRating where eligible; validate review markup."
1244,openai.com,https://openai.com/index/introducing-apps-in-chatgpt/,GAP-015,4015,"GAP-015 — Direct AI travel distribution readiness missing - Best practice: Be present in AI planning surfaces with official tools/connectors and live inventory, not only passive SEO pages."
1245,claude.com,https://claude.com/connectors/expedia,GAP-015,4015,"GAP-015 — Direct AI travel distribution readiness missing - Best practice: Be present in AI planning surfaces with official tools/connectors and live inventory, not only passive SEO pages."
1246,kayak.com,https://www.kayak.com/news/ask-ai/,GAP-015,4015,"GAP-015 — Direct AI travel distribution readiness missing - Best practice: Be present in AI planning surfaces with official tools/connectors and live inventory, not only passive SEO pages."
